species	clade	NCBI.txid	clade_group	expression_data	dnds_data	lht_data	assembly_accession	nb_rnaseq
Albula_goreensis	Teleostei	1534307	Teleostei	FALSE	FALSE	TRUE	GCA_022829145.1	0
Bactrocera_neohumeralis	Diptera	98809	Lepido Diptera	FALSE	FALSE	FALSE	GCF_024586455.1	0
Halotydeus_destructor	Arachnida	2874060	Other Invertebrates	FALSE	FALSE	FALSE	GCA_022750525.1	0
Pectinophora_gossypiella	Lepidoptera	13191	Lepido Diptera	FALSE	FALSE	FALSE	GCF_024362695.1	0
Myiozetetes_cayanensis	Aves	478635	Aves	FALSE	FALSE	FALSE	GCF_022539395.1	0
Patella_vulgata	Mollusca	6465	Other Invertebrates	FALSE	FALSE	TRUE	GCF_932274485.2	0
Hypsibius_exemplaris	Tardigrada	2072580	Other Invertebrates	FALSE	FALSE	FALSE	GCA_002082055.1	0
Caenorhabditis_auriculariae	Nematoda	2777116	Nematoda	FALSE	FALSE	FALSE	GCA_904845305.1	0
Belonocnema_kinseyi	Hymenoptera	2817044	Hymenoptera	FALSE	FALSE	FALSE	GCF_010883055.1	0
Lampris_incognitus	Teleostei	2546036	Teleostei	FALSE	FALSE	FALSE	GCF_029633865.1	0
Bulinus_truncatus	Mollusca	55810	Other Invertebrates	FALSE	FALSE	FALSE	GCA_021962125.1	0
Blomia_tropicalis	Arachnida	40697	Other Invertebrates	FALSE	FALSE	FALSE	GCA_029204025.1	0
Caerostris_extrusa	Arachnida	172846	Other Invertebrates	FALSE	FALSE	FALSE	GCA_021605095.1	0
Caerostris_darwini	Arachnida	1538125	Other Invertebrates	FALSE	FALSE	FALSE	GCA_021605075.1	0
Brassicogethes_aeneus	Coleoptera	1431903	Other Insecta	FALSE	FALSE	FALSE	GCA_921294245.1	0
Girardinichthys_multiradiatus	Teleostei	208333	Teleostei	FALSE	FALSE	TRUE	GCF_021462225.1	0
Schistocerca_piceifrons	Invertebrates	274613	Other Insecta	FALSE	FALSE	FALSE	GCF_021461385.2	0
Schistocerca_americana	Invertebrates	7009	Other Insecta	FALSE	FALSE	TRUE	GCF_021461395.2	0
Brenthis_ino	Lepidoptera	405034	Lepido Diptera	FALSE	FALSE	FALSE	GCA_921882275.1	0
Drosophila_setifemur	Diptera	2848635	Lepido Diptera	FALSE	FALSE	FALSE	GCA_021224005.1	0
Zaprionus_bogoriensis	Diptera	309927	Lepido Diptera	FALSE	FALSE	FALSE	GCA_021223985.1	0
Drosophila_pseudotakahashii	Diptera	193234	Lepido Diptera	FALSE	FALSE	FALSE	GCA_021223935.1	0
Drosophila_pandora	Diptera	1867034	Lepido Diptera	FALSE	FALSE	FALSE	GCA_021223865.1	0
Drosophila_ironensis	Diptera	2848634	Lepido Diptera	FALSE	FALSE	FALSE	GCA_021223825.1	0
Drosophila_rubida	Diptera	30044	Lepido Diptera	FALSE	FALSE	FALSE	GCA_021223945.1	0
Diprion_similis	Hymenoptera	362088	Hymenoptera	FALSE	FALSE	FALSE	GCF_021155765.1	0
Neodiprion_fabricii	Hymenoptera	2872261	Hymenoptera	FALSE	FALSE	FALSE	GCF_021155785.1	0
Sphaerodactylus_townsendi	Lepidosauria	933632	Other Vertebrates	FALSE	FALSE	TRUE	GCF_021028975.2	0
Seriola_aureovittata	Teleostei	2871759	Teleostei	FALSE	FALSE	TRUE	GCF_021018895.1	0
Eciton_burchellii	Hymenoptera	213866	Hymenoptera	FALSE	FALSE	TRUE	GCA_020341155.1	0
Heterotrigona_itama	Hymenoptera	395501	Hymenoptera	FALSE	FALSE	FALSE	GCA_903986555.1	0
Cercopithifilaria_johnstoni	Nematoda	2874296	Nematoda	FALSE	FALSE	FALSE	GCA_916381525.1	0
Phrynosoma_platyrhinos	Lepidosauria	52577	Other Vertebrates	FALSE	FALSE	TRUE	GCA_020142125.1	0
Cotesia_glomerata	Hymenoptera	32391	Hymenoptera	FALSE	FALSE	FALSE	GCF_020080835.1	0
Poeciliopsis_prolifica	Teleostei	188132	Teleostei	FALSE	FALSE	TRUE	GCF_027474105.1	0
Eleutherodactylus_coqui	Amphibia	57060	Other Vertebrates	FALSE	FALSE	TRUE	GCA_019857665.1	0
Muscidifurax_raptorellus	Hymenoptera	51938	Hymenoptera	FALSE	FALSE	FALSE	GCA_020010945.3	0
Fragariocoptes_setiger	Arachnida	1670756	Other Invertebrates	FALSE	FALSE	FALSE	GCA_019968535.1	0
Phthorimaea_operculella	Lepidoptera	192464	Lepido Diptera	FALSE	FALSE	FALSE	GCA_024500475.1	0
Elysia_marginata	Mollusca	1093978	Other Invertebrates	FALSE	FALSE	FALSE	GCA_019649035.1	0
Engystomops_pustulosus	Amphibia	76066	Other Vertebrates	FALSE	FALSE	TRUE	GCA_019512145.1	0
Venturia_canescens	Hymenoptera	32260	Hymenoptera	FALSE	FALSE	FALSE	GCF_019457755.1	0
Oedothorax_gibbosus	Arachnida	931172	Other Invertebrates	FALSE	FALSE	FALSE	GCA_019343175.1	0
Cotesia_congregata	Hymenoptera	51543	Hymenoptera	FALSE	FALSE	FALSE	GCA_905319865.3	0
Cotesia_typhae	Hymenoptera	2053667	Hymenoptera	FALSE	FALSE	FALSE	GCA_013202065.2	0
Centrocercus_urophasianus	Aves	9002	Aves	FALSE	FALSE	TRUE	GCF_019232065.1	0
Phyllostomus_hastatus	Mammalia	9423	Mammalia	FALSE	FALSE	TRUE	GCF_019186645.2	0
Sceloporus_undulatus	Lepidosauria	8520	Other Vertebrates	FALSE	FALSE	TRUE	GCF_019175285.1	0
Vespa_crabro	Hymenoptera	7445	Hymenoptera	FALSE	FALSE	TRUE	GCF_910589235.1	0
Parelaphostrongylus_tenuis	Nematoda	148309	Nematoda	FALSE	FALSE	FALSE	GCA_019055375.1	0
Ampulex_compressa	Hymenoptera	860918	Hymenoptera	FALSE	FALSE	FALSE	GCA_019049445.1	0
Notodromas_monacha	Crustacea	399045	Other Invertebrates	FALSE	FALSE	FALSE	GCA_905338405.1	0
Darwinula_stevensoni	Crustacea	69355	Other Invertebrates	FALSE	FALSE	FALSE	GCA_905338385.1	0
Gonioctena_quinquepunctata	Coleoptera	63699	Other Insecta	FALSE	FALSE	FALSE	GCA_018342105.1	0
Iphiclides_podalirius	Lepidoptera	110791	Lepido Diptera	FALSE	FALSE	FALSE	GCA_933534255.1	0
Chrysoperla_carnea	Invertebrates	189513	Other Insecta	FALSE	FALSE	FALSE	GCF_905475395.1	0
Toxotes_jaculatrix	Teleostei	941984	Teleostei	FALSE	FALSE	TRUE	GCF_017976425.1	0
Corvus_kubaryi	Aves	68294	Aves	FALSE	FALSE	TRUE	GCF_017639235.1	0
Acromyrmex_heyeri	Hymenoptera	230685	Hymenoptera	FALSE	FALSE	FALSE	GCA_017607565.1	0
Acromyrmex_charruanus	Hymenoptera	2715315	Hymenoptera	FALSE	FALSE	FALSE	GCA_017607545.1	0
Pseudoatta_argentina	Hymenoptera	621737	Hymenoptera	FALSE	FALSE	TRUE	GCA_017607525.1	0
Acromyrmex_insinuator	Hymenoptera	230686	Hymenoptera	FALSE	FALSE	FALSE	GCA_017607455.1	0
Daphnia_sinensis	Crustacea	1820382	Other Invertebrates	FALSE	FALSE	FALSE	GCA_013167095.2	0
Pieris_macdunnoughi	Lepidoptera	345717	Lepido Diptera	FALSE	FALSE	FALSE	GCA_905332375.1	0
Rotaria_socialis	Invertebrates	392032	Other Invertebrates	FALSE	FALSE	FALSE	GCA_905331475.1	0
Didymodactylos_carnosus	Invertebrates	1234261	Other Invertebrates	FALSE	FALSE	FALSE	GCA_905250885.1	0
Adineta_steineri	Invertebrates	433720	Other Invertebrates	FALSE	FALSE	FALSE	GCA_905250115.1	0
Rotaria_sordida	Invertebrates	392033	Other Invertebrates	FALSE	FALSE	FALSE	GCA_905250125.1	0
Daphnia_pulicaria	Crustacea	35523	Other Invertebrates	FALSE	FALSE	TRUE	GCF_021234035.1	0
Gryllus_bimaculatus	Invertebrates	6999	Other Insecta	FALSE	FALSE	FALSE	GCA_017312745.1	0
Polypterus_senegalus	Vertebrates	55291	Other Vertebrates	FALSE	FALSE	TRUE	GCF_016835505.1	0
Bufo_bufo	Amphibia	8384	Other Vertebrates	FALSE	FALSE	TRUE	GCF_905171765.1	0
Aricia_agestis	Lepidoptera	91739	Lepido Diptera	FALSE	FALSE	FALSE	GCF_905147365.1	0
Pieris_brassicae	Lepidoptera	7116	Lepido Diptera	FALSE	FALSE	FALSE	GCF_905147105.1	0
Drosophila_teissieri	Diptera	7243	Lepido Diptera	FALSE	FALSE	FALSE	GCF_016746235.2	0
Chionoecetes_opilio	Crustacea	41210	Other Invertebrates	FALSE	FALSE	TRUE	GCA_016584305.1	0
Gracilinanus_agilis	Mammalia	191870	Mammalia	FALSE	FALSE	TRUE	GCF_016433145.1	0
Antechinus_flavipes	Mammalia	38775	Mammalia	FALSE	FALSE	TRUE	GCF_016432865.1	0
Tribolium_madens	Coleoptera	41895	Other Insecta	FALSE	FALSE	FALSE	GCF_015345945.1	0
Elachura_formosa	Aves	1463973	Aves	FALSE	FALSE	FALSE	GCA_013398795.1	0
Cercotrichas_coryphoeus	Aves	614051	Aves	FALSE	FALSE	FALSE	GCA_013398595.1	0
Certhia_familiaris	Aves	73333	Aves	FALSE	FALSE	TRUE	GCA_013398575.1	0
Asarcornis_scutulata	Aves	75869	Aves	FALSE	FALSE	FALSE	GCA_013398475.1	0
Pheucticus_melanocephalus	Aves	371919	Aves	FALSE	FALSE	TRUE	GCA_013398405.1	0
Nothocercus_nigrocapillus	Aves	1977171	Aves	FALSE	FALSE	FALSE	GCA_013398345.1	0
Nothoprocta_pentlandii	Aves	2585814	Aves	FALSE	FALSE	FALSE	GCA_013398315.1	0
Chionis_minor	Aves	227182	Aves	FALSE	FALSE	FALSE	GCA_013398295.1	0
Climacteris_rufus	Aves	47695	Aves	FALSE	FALSE	FALSE	GCA_013398175.1	0
Aegotheles_bennettii	Aves	48278	Aves	FALSE	FALSE	FALSE	GCA_013398125.1	0
Aleadryas_rufinucha	Aves	461220	Aves	FALSE	FALSE	TRUE	GCA_013397815.1	0
Orthonyx_spaldingii	Aves	38397	Aves	FALSE	FALSE	TRUE	GCA_013397795.1	0
Eulacestoma_nigropectus	Aves	461239	Aves	FALSE	FALSE	TRUE	GCA_013397775.1	0
Calcarius_ornatus	Aves	198940	Aves	FALSE	FALSE	TRUE	GCA_013397715.1	0
Thryothorus_ludovicianus	Aves	74200	Aves	FALSE	FALSE	TRUE	GCA_013397245.1	0
Irena_cyanogastra	Aves	175120	Aves	FALSE	FALSE	FALSE	GCA_013397155.1	0
Edolisoma_coerulescens	Aves	2585810	Aves	FALSE	FALSE	FALSE	GCA_013397115.1	0
Sterrhoptilus_dennistouni	Aves	2585820	Aves	FALSE	FALSE	FALSE	GCA_013397095.1	0
Rhabdornis_inornatus	Aves	237438	Aves	FALSE	FALSE	TRUE	GCA_013397075.1	0
Pachycephala_philippinensis	Aves	449367	Aves	FALSE	FALSE	TRUE	GCA_013397055.1	0
Oceanodroma_tethys	Aves	79633	Aves	FALSE	FALSE	TRUE	GCA_013397025.1	0
Myiagra_hebetior	Aves	381031	Aves	FALSE	FALSE	TRUE	GCA_013397015.1	0
Dicaeum_eximium	Aves	667154	Aves	FALSE	FALSE	TRUE	GCA_013396995.1	0
Baryphthengus_martii	Aves	176943	Aves	FALSE	FALSE	TRUE	GCA_013396935.1	0
Bucco_capensis	Aves	135168	Aves	FALSE	FALSE	TRUE	GCA_013396975.1	0
Stercorarius_parasiticus	Aves	54059	Aves	FALSE	FALSE	TRUE	GCA_013396915.1	0
Loxia_leucoptera	Aves	96539	Aves	FALSE	FALSE	TRUE	GCA_013396895.1	0
Psilopogon_haemacephalus	Aves	2585815	Aves	FALSE	FALSE	FALSE	GCA_013396835.1	0
Corythaeola_cristata	Aves	103954	Aves	FALSE	FALSE	TRUE	GCA_013396815.1	0
Ciccaba_nigrolineata	Aves	1118524	Aves	FALSE	FALSE	TRUE	GCA_013396715.1	0
Sclerurus_mexicanus	Aves	265632	Aves	FALSE	FALSE	TRUE	GCA_013396755.1	0
Grallaria_varia	Aves	117165	Aves	FALSE	FALSE	TRUE	GCA_013396735.1	0
Sakesphorus_luctuosus	Aves	419690	Aves	FALSE	FALSE	TRUE	GCA_013396695.1	0
Eubucco_bourcierii	Aves	91767	Aves	FALSE	FALSE	TRUE	GCA_013396675.1	0
Campylorhamphus_procurvoides	Aves	190295	Aves	FALSE	FALSE	TRUE	GCA_013396655.1	0
Penelope_pileata	Aves	1118817	Aves	FALSE	FALSE	TRUE	GCA_013396635.1	0
Nyctibius_bracteatus	Aves	48426	Aves	FALSE	FALSE	TRUE	GCA_013396595.1	0
Rhodinocichla_rosea	Aves	58203	Aves	FALSE	FALSE	TRUE	GCA_013396575.1	0
Ptilorrhoa_leucosticta	Aves	449384	Aves	FALSE	FALSE	TRUE	GCA_013396485.1	0
Chaetorhynchus_papuensis	Aves	254446	Aves	FALSE	FALSE	TRUE	GCA_013396525.1	0
Smithornis_capensis	Aves	363769	Aves	FALSE	FALSE	TRUE	GCA_013396465.1	0
Ardeotis_kori	Aves	89386	Aves	FALSE	FALSE	TRUE	GCA_013396375.1	0
Ceyx_cyanopectus	Aves	390723	Aves	FALSE	FALSE	FALSE	GCA_013401355.1	0
Glareola_pratincola	Aves	43316	Aves	FALSE	FALSE	FALSE	GCA_013401295.1	0
Brachypteracias_leptosomus	Aves	135165	Aves	FALSE	FALSE	TRUE	GCA_013401335.1	0
Urocolius_indicus	Aves	458196	Aves	FALSE	FALSE	FALSE	GCA_013401255.1	0
Pteruthius_melanotis	Aves	357074	Aves	FALSE	FALSE	TRUE	GCA_013401235.1	0
Xiphorhynchus_elegans	Aves	269412	Aves	FALSE	FALSE	TRUE	GCA_013401175.1	0
Cettia_cetti	Aves	68486	Aves	FALSE	FALSE	TRUE	GCA_013401135.1	0
Calonectris_borealis	Aves	1323832	Aves	FALSE	FALSE	FALSE	GCA_013401115.1	0
Passerina_amoena	Aves	142471	Aves	FALSE	FALSE	TRUE	GCA_013401095.1	0
Cepphus_grylle	Aves	28697	Aves	FALSE	FALSE	TRUE	GCA_013401065.1	0
Horornis_vulcanius	Aves	2585811	Aves	FALSE	FALSE	FALSE	GCA_013401035.1	0
Atrichornis_clamosus	Aves	449594	Aves	FALSE	FALSE	TRUE	GCA_013400975.1	0
Drymodes_brunneopygia	Aves	626378	Aves	FALSE	FALSE	TRUE	GCA_013400955.1	0
Turnix_velox	Aves	2529409	Aves	FALSE	FALSE	TRUE	GCA_013400935.1	0
Thalassarche_chlororhynchos	Aves	54017	Aves	FALSE	FALSE	TRUE	GCA_013400895.1	0
Zapornia_atra	Aves	2585822	Aves	FALSE	FALSE	FALSE	GCA_013400835.1	0
Pluvianellus_socialis	Aves	227228	Aves	FALSE	FALSE	TRUE	GCA_013400795.1	0
Centropus_bengalensis	Aves	1463675	Aves	FALSE	FALSE	FALSE	GCA_013400815.1	0
Chaetops_frenatus	Aves	221966	Aves	FALSE	FALSE	TRUE	GCA_013400775.1	0
Pelecanoides_urinatrix	Aves	37079	Aves	FALSE	FALSE	TRUE	GCA_013400755.1	0
Pomatostomus_ruficeps	Aves	9176	Aves	FALSE	FALSE	TRUE	GCA_013400735.1	0
Oxylabes_madagascariensis	Aves	98144	Aves	FALSE	FALSE	TRUE	GCA_013400675.1	0
Neodrepanis_coruscans	Aves	254563	Aves	FALSE	FALSE	TRUE	GCA_013400695.1	0
Mystacornis_crossleyi	Aves	98133	Aves	FALSE	FALSE	TRUE	GCA_013400655.1	0
Syrrhaptes_paradoxus	Aves	302527	Aves	FALSE	FALSE	TRUE	GCA_013400615.1	0
Hypocryptadius_cinnamomeus	Aves	589841	Aves	FALSE	FALSE	TRUE	GCA_013400635.1	0
Chloropsis_cyanopogon	Aves	1218682	Aves	FALSE	FALSE	TRUE	GCA_013400585.1	0
Erpornis_zantholeuca	Aves	1112836	Aves	FALSE	FALSE	FALSE	GCA_013400515.1	0
Tricholaema_leucomelas	Aves	240729	Aves	FALSE	FALSE	FALSE	GCA_013400475.1	0
Pycnonotus_jocosus	Aves	182897	Aves	FALSE	FALSE	TRUE	GCA_013400435.1	0
Scytalopus_superciliaris	Aves	312124	Aves	FALSE	FALSE	TRUE	GCA_013400415.1	0
Vidua_macroura	Aves	187451	Aves	FALSE	FALSE	FALSE	GCF_024509145.1	0
Thinocorus_orbignyianus	Aves	161742	Aves	FALSE	FALSE	TRUE	GCA_013400375.1	0
Eurystomus_gularis	Aves	325343	Aves	FALSE	FALSE	TRUE	GCA_013400335.1	0
Larus_smithsonianus	Aves	243888	Aves	FALSE	FALSE	FALSE	GCA_013400295.1	0
Rhadina_sibilatrix	Aves	2585818	Aves	FALSE	FALSE	FALSE	GCA_013400275.1	0
Cisticola_juncidis	Aves	52622	Aves	FALSE	FALSE	FALSE	GCA_013400215.1	0
Locustella_ochotensis	Aves	187437	Aves	FALSE	FALSE	FALSE	GCA_013400155.1	0
Hippolais_icterina	Aves	68497	Aves	FALSE	FALSE	TRUE	GCA_013400075.1	0
Nycticryphes_semicollaris	Aves	227226	Aves	FALSE	FALSE	FALSE	GCA_013400055.1	0
Rynchops_niger	Aves	227184	Aves	FALSE	FALSE	TRUE	GCA_013400035.1	0
Ploceus_nigricollis	Aves	441696	Aves	FALSE	FALSE	TRUE	GCA_013399945.1	0
Cinclus_mexicanus	Aves	161649	Aves	FALSE	FALSE	TRUE	GCA_013399935.1	0
Illadopsis_cleaveri	Aves	201329	Aves	FALSE	FALSE	TRUE	GCA_013399915.1	0
Serilophus_lunatus	Aves	239386	Aves	FALSE	FALSE	TRUE	GCA_013399895.1	0
Oxyruncus_cristatus	Aves	114331	Aves	FALSE	FALSE	TRUE	GCA_013399855.1	0
Leptocoma_aspasia	Aves	2585812	Aves	FALSE	FALSE	FALSE	GCA_013399835.1	0
Zosterops_hypoxanthus	Aves	2485327	Aves	FALSE	FALSE	TRUE	GCA_013399795.1	0
Tyrannus_savana	Aves	137541	Aves	FALSE	FALSE	TRUE	GCA_013399735.1	0
Mesembrinibis_cayennensis	Aves	1118748	Aves	FALSE	FALSE	TRUE	GCA_013399675.1	0
Formicarius_rufipectus	Aves	1118560	Aves	FALSE	FALSE	TRUE	GCA_013399695.1	0
Chordeiles_acutipennis	Aves	118183	Aves	FALSE	FALSE	TRUE	GCA_013399635.1	0
Amazona_guildingii	Aves	175529	Aves	FALSE	FALSE	TRUE	GCA_013399615.1	0
Podilymbus_podiceps	Aves	9252	Aves	FALSE	FALSE	TRUE	GCA_013399565.1	0
Phaetusa_simplex	Aves	297813	Aves	FALSE	FALSE	TRUE	GCA_013399535.1	0
Corythaixoides_concolor	Aves	103956	Aves	FALSE	FALSE	TRUE	GCA_013399495.1	0
Anthoscopus_minutus	Aves	156561	Aves	FALSE	FALSE	TRUE	GCA_013399455.1	0
Nyctiprogne_leucopyga	Aves	382315	Aves	FALSE	FALSE	TRUE	GCA_013399395.1	0
Alopecoenas_beccarii	Aves	262131	Aves	FALSE	FALSE	FALSE	GCA_013399365.1	0
Fregetta_grallaria	Aves	79628	Aves	FALSE	FALSE	TRUE	GCA_013399335.1	0
Trogon_melanurus	Aves	56311	Aves	FALSE	FALSE	TRUE	GCA_013399275.1	0
Rhipidura_dahli	Aves	667186	Aves	FALSE	FALSE	TRUE	GCA_013399225.1	0
Dicrurus_megarhynchus	Aves	450177	Aves	FALSE	FALSE	TRUE	GCA_013399195.1	0
Odontophorus_gujanensis	Aves	886794	Aves	FALSE	FALSE	TRUE	GCA_013399175.1	0
Chloroceryle_aenea	Aves	176938	Aves	FALSE	FALSE	TRUE	GCA_013399075.1	0
Ramphastos_sulfuratus	Aves	322582	Aves	FALSE	FALSE	TRUE	GCA_013399055.1	0
Quiscalus_mexicanus	Aves	64278	Aves	FALSE	FALSE	TRUE	GCA_013399035.1	0
Galbula_dea	Aves	1109041	Aves	FALSE	FALSE	TRUE	GCA_013399015.1	0
Catharus_fuscescens	Aves	159581	Aves	FALSE	FALSE	TRUE	GCA_013398975.1	0
Callaeas_wilsoni	Aves	1347786	Aves	FALSE	FALSE	FALSE	GCA_013398955.1	0
Ceuthmochares_aereus	Aves	1961834	Aves	FALSE	FALSE	TRUE	GCA_013398935.1	0
Prunella_himalayana	Aves	670356	Aves	FALSE	FALSE	TRUE	GCA_013398875.1	0
Mohoua_ochrocephala	Aves	874463	Aves	FALSE	FALSE	TRUE	GCA_013398855.1	0
Ibidorhyncha_struthersii	Aves	425643	Aves	FALSE	FALSE	TRUE	GCA_013398815.1	0
Nesospiza_acunhae	Aves	381881	Aves	FALSE	FALSE	TRUE	GCA_013398715.1	0
Falcunculus_frontatus	Aves	254539	Aves	FALSE	FALSE	TRUE	GCA_013398115.1	0
Oreocharis_arfaki	Aves	979223	Aves	FALSE	FALSE	TRUE	GCA_013398015.1	0
Malurus_elegans	Aves	720584	Aves	FALSE	FALSE	TRUE	GCA_013397995.1	0
Machaerirhynchus_nigripectus	Aves	1160894	Aves	FALSE	FALSE	TRUE	GCA_013397975.1	0
Grantiella_picta	Aves	266360	Aves	FALSE	FALSE	TRUE	GCA_013397955.1	0
Dasyornis_broadbenti	Aves	243059	Aves	FALSE	FALSE	TRUE	GCA_013397935.1	0
Origma_solitaria	Aves	720586	Aves	FALSE	FALSE	TRUE	GCA_013397895.1	0
Probosciger_aterrimus	Aves	141839	Aves	FALSE	FALSE	TRUE	GCA_013397665.1	0
Chroicocephalus_maculipennis	Aves	287016	Aves	FALSE	FALSE	FALSE	GCA_013397655.1	0
Columbina_picui	Aves	115618	Aves	FALSE	FALSE	TRUE	GCA_013397635.1	0
Ptilonorhynchus_violaceus	Aves	28724	Aves	FALSE	FALSE	TRUE	GCA_013397565.1	0
Urocynchramus_pylzowi	Aves	571890	Aves	FALSE	FALSE	FALSE	GCA_013397555.1	0
Pterocles_burchelli	Aves	2585816	Aves	FALSE	FALSE	TRUE	GCA_013397535.1	0
Neopipo_cinnamomea	Aves	456388	Aves	FALSE	FALSE	TRUE	GCA_013397415.1	0
Furnarius_figulus	Aves	463165	Aves	FALSE	FALSE	TRUE	GCA_013397465.1	0
Erythrocercus_mccallii	Aves	107208	Aves	FALSE	FALSE	TRUE	GCA_013397435.1	0
Toxostoma_redivivum	Aves	99882	Aves	FALSE	FALSE	TRUE	GCA_013397375.1	0
Polioptila_caerulea	Aves	66707	Aves	FALSE	FALSE	TRUE	GCA_013397295.1	0
Burhinus_bistriatus	Aves	240201	Aves	FALSE	FALSE	TRUE	GCA_013397275.1	0
Lanius_ludovicianus	Aves	28713	Aves	FALSE	FALSE	TRUE	GCA_013397235.1	0
Pachyramphus_minor	Aves	369605	Aves	FALSE	FALSE	TRUE	GCA_013397135.1	0
Regulus_satrapa	Aves	13245	Aves	FALSE	FALSE	TRUE	GCA_013396955.1	0
Vireo_altiloquus	Aves	34956	Aves	FALSE	FALSE	TRUE	GCA_013396875.1	0
Cephalopterus_ornatus	Aves	114276	Aves	FALSE	FALSE	TRUE	GCA_013396775.1	0
Glaucidium_brasilianum	Aves	78217	Aves	FALSE	FALSE	TRUE	GCA_013399595.1	0
Circaetus_pectoralis	Aves	321084	Aves	FALSE	FALSE	TRUE	GCA_013399555.1	0
Sylvietta_virens	Aves	208069	Aves	FALSE	FALSE	TRUE	GCA_013399515.1	0
Herpetotheres_cachinnans	Aves	56343	Aves	FALSE	FALSE	TRUE	GCA_013399355.1	0
Piprites_chloris	Aves	114369	Aves	FALSE	FALSE	TRUE	GCA_013399295.1	0
Spizaetus_tyrannus	Aves	252798	Aves	FALSE	FALSE	TRUE	GCA_013399215.1	0
Nothocercus_julius	Aves	2585813	Aves	FALSE	FALSE	FALSE	GCA_013398735.1	0
Copsychus_sechellarum	Aves	797021	Aves	FALSE	FALSE	TRUE	GCA_013398635.1	0
Brachypodius_atriceps	Aves	182895	Aves	FALSE	FALSE	FALSE	GCA_013398615.1	0
Aphelocoma_coerulescens	Aves	39617	Aves	FALSE	FALSE	TRUE	GCA_013398375.1	0
Nothoprocta_ornata	Aves	83376	Aves	FALSE	FALSE	FALSE	GCA_013398335.1	0
Onychorhynchus_coronatus	Aves	360224	Aves	FALSE	FALSE	TRUE	GCA_013397825.1	0
Centropus_unirufus	Aves	1118519	Aves	FALSE	FALSE	TRUE	GCA_013397695.1	0
Halcyon_senegalensis	Aves	342381	Aves	FALSE	FALSE	FALSE	GCA_013397595.1	0
Mionectes_macconnelli	Aves	254557	Aves	FALSE	FALSE	TRUE	GCA_013397495.1	0
Crotophaga_sulcirostris	Aves	33598	Aves	FALSE	FALSE	FALSE	GCA_013397455.1	0
Tachuris_rubrigastra	Aves	495162	Aves	FALSE	FALSE	TRUE	GCA_013396555.1	0
Lophotis_ruficrista	Aves	172689	Aves	FALSE	FALSE	FALSE	GCA_013396455.1	0
Chunga_burmeisteri	Aves	1352770	Aves	FALSE	FALSE	TRUE	GCA_013396505.1	0
Cochlearius_cochlearius	Aves	110676	Aves	FALSE	FALSE	TRUE	GCA_013396365.1	0
Chloropsis_hardwickii	Aves	667144	Aves	FALSE	FALSE	TRUE	GCA_013390065.1	0
Pitta_sordida	Aves	9163	Aves	FALSE	FALSE	TRUE	GCA_013390025.1	0
Calyptomena_viridis	Aves	135972	Aves	FALSE	FALSE	FALSE	GCA_013390005.1	0
Dryoscopus_gambensis	Aves	85069	Aves	FALSE	FALSE	TRUE	GCA_013389985.1	0
Sula_dactylatra	Aves	56068	Aves	FALSE	FALSE	TRUE	GCA_013389905.1	0
Piaya_cayana	Aves	33601	Aves	FALSE	FALSE	TRUE	GCA_013389865.1	0
Crypturellus_soui	Aves	458187	Aves	FALSE	FALSE	TRUE	GCA_013389845.1	0
Crypturellus_undulatus	Aves	48396	Aves	FALSE	FALSE	TRUE	GCA_013389825.1	0
Danio_aesculapii	Teleostei	1142201	Teleostei	FALSE	FALSE	TRUE	GCF_903798145.1	0
Etheostoma_cragini	Teleostei	417921	Teleostei	FALSE	FALSE	TRUE	GCF_013103735.1	0
Alaudala_cheleensis	Aves	670337	Aves	FALSE	FALSE	FALSE	GCA_013398995.1	0
Pogonophryne_albipinna	Teleostei	1090488	Teleostei	FALSE	FALSE	TRUE	GCA_028583405.1	0
Eudyptes_sclateri	Aves	92688	Aves	FALSE	FALSE	TRUE	GCA_010078445.1	0
Eudyptes_moseleyi	Aves	2495534	Aves	FALSE	FALSE	FALSE	GCA_010082375.1	0
Eudyptula_albosignata	Aves	345258	Aves	FALSE	FALSE	FALSE	GCA_010080465.1	0
Eudyptes_schlegeli	Aves	57240	Aves	FALSE	FALSE	TRUE	GCA_010080425.1	0
Eudyptula_novaehollandiae	Aves	2052820	Aves	FALSE	FALSE	FALSE	GCA_010078495.1	0
Lontra_canadensis	Mammalia	76717	Mammalia	FALSE	FALSE	TRUE	GCF_010015895.1	0
Caenorhabditis_bovis	Nematoda	2654633	Nematoda	FALSE	FALSE	FALSE	GCA_902829315.1	0
Corvus_moneduloides	Aves	1196302	Aves	FALSE	FALSE	TRUE	GCF_009650955.1	0
Spea_bombifrons	Amphibia	233779	Other Vertebrates	FALSE	FALSE	TRUE	GCF_027358695.1	0
Eolophus_roseicapilla	Aves	176039	Aves	FALSE	FALSE	TRUE	GCA_013397615.1	0
Atlantisia_rogersi	Aves	2478892	Aves	FALSE	FALSE	TRUE	GCA_013401215.1	0
Dunckerocampus_dactyliophorus	Teleostei	161453	Teleostei	FALSE	FALSE	TRUE	GCF_027744805.1	0
Indicator_maculatus	Aves	545262	Aves	FALSE	FALSE	TRUE	GCA_013399975.1	0
Syngnathus_acus	Teleostei	161584	Teleostei	FALSE	FALSE	TRUE	GCF_901709675.1	0
