Acanthaster_planci	lifespan	0.413693368434906	 15-17 years
Acanthaster_planci	lifespan	0.28484249114990234	 16 years
Accipiter_gentilis	lifespan	0.08887283504009247	 at least 11 years
Accipiter_gentilis	lifespan	0.26555225253105164	 wild 19.8 (high)  years
Accipiter_gentilis	lifespan	0.23531727492809296	 wild 11 years
Accipiter_gentilis	lifespan	0.20182809233665466	 10.7 months
Accipiter_gentilis	lifespan	0.02796781249344349	 196 months
Accipiter_gentilis	lifespan	0.0034140688367187977	 10.7 months
Accipiter_gentilis	reproduction	0.0003298410156276077	 70 days
Accipiter_gentilis	reproduction	0.00017591696814633906	 Range fledging age 34 to 35 days
Accipiter_gentilis	reproduction	2.4782828404568136e-05	 35 to 42 days old
Accipiter_gentilis	reproduction	7.865091902203858e-06	 70 days     Range age at sexual or reproductive maturity
Accipiter_gentilis	reproduction	6.206654688867275e-06	 Range time to hatching 28 to 38 days
Accipiter_gentilis	reproduction	0.00010847153316717595	 1 to 3 years
Acinonyx_jubatus	lifespan	0.5342119336128235	 2.8 years
Acinonyx_jubatus	lifespan	0.0019396045245230198	 wild 8 (high)  years
Acinonyx_jubatus	lifespan	0.0023143880534917116	 wild 6 (high)  years
Acinonyx_jubatus	lifespan	0.002633512020111084	 between 6 to 8 years of age
Acinonyx_jubatus	lifespan	0.0012959428131580353	 6.2 years
Acinonyx_jubatus	lifespan	0.002170126186683774	 19.0 years
Acinonyx_jubatus	lifespan	0.006029523443430662	 17.0 years
Acinonyx_jubatus	reproduction	0.0009697251953184605	 2 to 5 days
Acinonyx_jubatus	reproduction	0.00018047212506644428	 on average reach sexual maturity between the ages of 21 to 22 months
Acinonyx_jubatus	reproduction	1.9053337382501923e-05	 2.4 years of age
Acinonyx_jubatus	reproduction	1.9043807697016746e-05	 90 to 95 days
Acinonyx_jubatus	reproduction	1.6002473785192706e-05	 between 90 and 95 days
Acinonyx_jubatus	reproduction	1.0120666956936475e-05	 15 to 17 months old
Acinonyx_jubatus	reproduction	3.7478519061551197e-06	 13 to 16 months
Acinonyx_jubatus	reproduction	7.356751666520722e-06	 8 months old
Acinonyx_jubatus	reproduction	2.9576383894891478e-05	 between 3 and 6 months of age
Acinonyx_jubatus	reproduction	1.1650475244096015e-05	 3 to 6 months
Acomys_russatus	reproduction	0.6281294822692871	 3 years
Acomys_russatus	reproduction	0.004591166973114014	 Within 3 months
Acomys_russatus	reproduction	0.00034224262344650924	 Average gestation period 34 days
Acropora_millepora	reproduction	0.03495769575238228	 minimum puberty age of 1-3 years
Acropora_millepora	reproduction	0.049459055066108704	 15% survivorship after 17 months
Aedes_albopictus	lifespan	0.009721792303025723	 between 30 and 40 days
Aedes_albopictus	lifespan	0.026797868311405182	 117 days
Aedes_albopictus	lifespan	0.02235408127307892	 30 to 40 days
Aedes_albopictus	lifespan	0.0003719762316904962	 117 (high)  days
Aedes_albopictus	reproduction	0.000391456502256915	 4 days
Aegithalos_caudatus	lifespan	0.3861580491065979	 wild 2 to 3 years
Aegithalos_caudatus	lifespan	0.4855615794658661	 2 to 3 years
Aegithalos_caudatus	reproduction	0.01653551682829857	 age 14 to 18 days
Aegithalos_caudatus	reproduction	2.9383991204667836e-06	 13 to 17 days
Aegithalos_caudatus	reproduction	1.9312970778173622e-07	 1 brood is raised each year
Aegithalos_caudatus	reproduction	1.2069713761775347e-07	 Young hatch in 13 to 17 days
Aegithalos_caudatus	reproduction	1.6533267910290306e-07	 14 to 18 days
Agelaius_phoeniceus	lifespan	0.3311607539653778	 2.14 years
Agelaius_phoeniceus	lifespan	0.09348452091217041	 2.14 years
Agelaius_phoeniceus	lifespan	0.1953171342611313	 15 years and 9 months
Agelaius_phoeniceus	lifespan	0.26883095502853394	 20 (high)  years
Agelaius_phoeniceus	lifespan	0.9363098740577698	 189 months
Agelaius_phoeniceus	reproduction	0.00530367624014616	 2 to 2 years
Agelaius_phoeniceus	reproduction	0.0012697807978838682	 2 to 3 years
Agelaius_phoeniceus	reproduction	0.013123326003551483	 2 to 4 years
Agelaius_phoeniceus	reproduction	7.340537558775395e-05	 10 to 14 days
Agrilus_planipennis	lifespan	0.4513894021511078	 300 days
